filename,audio_path,transcript,region
sentence_43.wav,dataset/chunks/chittagong/chi_cate_08/sentence_43.wav,আবহাওয়া খুব খারাপ।,chittagong
sentence_44.wav,dataset/chunks/chittagong/chi_cate_08/sentence_44.wav,আমরা সবজি রোপণ শুরু করেছি।,chittagong
sentence_45.wav,dataset/chunks/chittagong/chi_cate_08/sentence_45.wav,মাটির আর্দ্রতা ঠিক আছে কি?,chittagong
sentence_46.wav,dataset/chunks/chittagong/chi_cate_08/sentence_46.wav,সার দেওয়ার পর পানি দিন।,chittagong
sentence_47.wav,dataset/chunks/chittagong/chi_cate_08/sentence_47.wav,কীটনাশক কত দিন পর প্রয়োগ করতে হবে?,chittagong
sentence_48.wav,dataset/chunks/chittagong/chi_cate_08/sentence_48.wav,আমার ধান এখনও সবুজ।,chittagong
sentence_49.wav,dataset/chunks/chittagong/chi_cate_08/sentence_49.wav,গবাদি পশুদের জন্য খোরাক প্রস্তুত।,chittagong
sentence_50.wav,dataset/chunks/chittagong/chi_cate_08/sentence_50.wav,পুকুরের পানি পরীক্ষা করুন।,chittagong
sentence_51.wav,dataset/chunks/chittagong/chi_cate_08/sentence_51.wav,বৃষ্টি হলে ফসলের জন্য ভালো হবে।,chittagong
sentence_52.wav,dataset/chunks/chittagong/chi_cate_08/sentence_52.wav,আমরা নতুন সার প্রয়োগ করব।,chittagong
sentence_53.wav,dataset/chunks/chittagong/chi_cate_08/sentence_53.wav,কি সময়ে ধান কাটা উচিত?,chittagong
sentence_54.wav,dataset/chunks/chittagong/chi_cate_08/sentence_54.wav,পোকামাকড় ধ্বংস করা হয়েছে।,chittagong
sentence_55.wav,dataset/chunks/chittagong/chi_cate_08/sentence_55.wav,আমরা ফসল বিক্রি করব।,chittagong
sentence_56.wav,dataset/chunks/chittagong/chi_cate_08/sentence_56.wav,গবাদি পশুদের জন্য চিকিৎসা প্রয়োজন।,chittagong
sentence_57.wav,dataset/chunks/chittagong/chi_cate_08/sentence_57.wav,মাছের পুকুরে বেশি পানি ঢালুন।,chittagong
sentence_58.wav,dataset/chunks/chittagong/chi_cate_08/sentence_58.wav,আমরা কৃষি প্রদর্শনীতে যাব।,chittagong
sentence_59.wav,dataset/chunks/chittagong/chi_cate_08/sentence_59.wav,ধানের চারা ভালোভাবে জন্ম নিয়েছে।,chittagong
sentence_60.wav,dataset/chunks/chittagong/chi_cate_08/sentence_60.wav,ফসলের জন্য পানি দেওয়া হচ্ছে।,chittagong
sentence_61.wav,dataset/chunks/chittagong/chi_cate_08/sentence_61.wav,পোকামাকড়ের আক্রমণ কমে গেছে।,chittagong
sentence_62.wav,dataset/chunks/chittagong/chi_cate_08/sentence_62.wav,আমরা নতুন চারা কিনব।,chittagong
sentence_63.wav,dataset/chunks/chittagong/chi_cate_08/sentence_63.wav,কি মাছের খাদ্য ভালো ফলন দিচ্ছে?,chittagong
sentence_64.wav,dataset/chunks/chittagong/chi_cate_08/sentence_64.wav,জমি খুব উর্বর।,chittagong
sentence_65.wav,dataset/chunks/chittagong/chi_cate_08/sentence_65.wav,পুকুরের পানি পরিষ্কার রাখা হয়েছে।,chittagong
sentence_66.wav,dataset/chunks/chittagong/chi_cate_08/sentence_66.wav,আমি ধানের ক্ষেতে যাচ্ছি।,chittagong
sentence_67.wav,dataset/chunks/chittagong/chi_cate_08/sentence_67.wav,ফসল রক্ষা করতে কৃষক সতর্ক।,chittagong
sentence_68.wav,dataset/chunks/chittagong/chi_cate_08/sentence_68.wav,আমরা গবাদি পশু বিক্রির পরিকল্পনা করেছি।,chittagong
sentence_69.wav,dataset/chunks/chittagong/chi_cate_08/sentence_69.wav,ধানের ক্ষেতে জৈব সার প্রয়োগ করা হয়েছে।,chittagong
sentence_70.wav,dataset/chunks/chittagong/chi_cate_08/sentence_70.wav,আমাদের পুকুরে নতুন মাছ এসেছে।,chittagong
sentence_01.wav,dataset/chunks/chittagong/chi_cate_09/sentence_01.wav,আজ খুব গরম।,chittagong
sentence_02.wav,dataset/chunks/chittagong/chi_cate_09/sentence_02.wav,কাল বৃষ্টি হবে কি?,chittagong
sentence_03.wav,dataset/chunks/chittagong/chi_cate_09/sentence_03.wav,বাতাস কেমন চলছে?,chittagong
sentence_04.wav,dataset/chunks/chittagong/chi_cate_09/sentence_04.wav,আজ সূর্য ভালোভাবে উঠেছে।,chittagong
sentence_05.wav,dataset/chunks/chittagong/chi_cate_09/sentence_05.wav,তাপমাত্রা কত?,chittagong
sentence_06.wav,dataset/chunks/chittagong/chi_cate_09/sentence_06.wav,আজ মেঘলা দিন।,chittagong
sentence_07.wav,dataset/chunks/chittagong/chi_cate_09/sentence_07.wav,বাতাস খুব ঠান্ডা।,chittagong
sentence_08.wav,dataset/chunks/chittagong/chi_cate_09/sentence_08.wav,আজ দিনের আলো সুন্দর।,chittagong
sentence_09.wav,dataset/chunks/chittagong/chi_cate_09/sentence_09.wav,ঝড় আসছে কি?,chittagong
sentence_10.wav,dataset/chunks/chittagong/chi_cate_09/sentence_10.wav,আজ রাত খুব ঠান্ডা।,chittagong
sentence_11.wav,dataset/chunks/chittagong/chi_cate_09/sentence_11.wav,আকাশ পরিষ্কার।,chittagong
sentence_12.wav,dataset/chunks/chittagong/chi_cate_09/sentence_12.wav,বৃষ্টি শুরু হয়েছে।,chittagong
sentence_13.wav,dataset/chunks/chittagong/chi_cate_09/sentence_13.wav,তাপমাত্রা বেশি হলে গরম লাগবে।,chittagong
sentence_14.wav,dataset/chunks/chittagong/chi_cate_09/sentence_14.wav,ধুলোবালি কেটে গেছে।,chittagong
sentence_15.wav,dataset/chunks/chittagong/chi_cate_09/sentence_15.wav,জলবায়ু পরিবর্তন হচ্ছে।,chittagong
sentence_16.wav,dataset/chunks/chittagong/chi_cate_09/sentence_16.wav,আজ সূর্য ঝলমল করছে।,chittagong
sentence_17.wav,dataset/chunks/chittagong/chi_cate_09/sentence_17.wav,বাতাস কি বেশি তীব্র?,chittagong
sentence_18.wav,dataset/chunks/chittagong/chi_cate_09/sentence_18.wav,আজ দিনের তাপমাত্রা ৩৫°সেলসিয়াস।,chittagong
sentence_19.wav,dataset/chunks/chittagong/chi_cate_09/sentence_19.wav,আকাশে সবুজ মেঘ।,chittagong
sentence_20.wav,dataset/chunks/chittagong/chi_cate_09/sentence_20.wav,বৃষ্টির পর মাটি ভিজে গেছে।,chittagong
sentence_21.wav,dataset/chunks/chittagong/chi_cate_09/sentence_21.wav,আজ খুব আর্দ্রতা আছে।,chittagong
sentence_22.wav,dataset/chunks/chittagong/chi_cate_09/sentence_22.wav,কি ধরনের আবহাওয়া আপনার পছন্দ?,chittagong
sentence_23.wav,dataset/chunks/chittagong/chi_cate_09/sentence_23.wav,সূর্যাস্ত খুব সুন্দর হয়েছে।,chittagong
sentence_24.wav,dataset/chunks/chittagong/chi_cate_09/sentence_24.wav,আগামীকাল খুব ঠান্ডা হবে।,chittagong
sentence_25.wav,dataset/chunks/chittagong/chi_cate_09/sentence_25.wav,ঝড়ের পূর্বাভাস আছে।,chittagong
sentence_26.wav,dataset/chunks/chittagong/chi_cate_09/sentence_26.wav,বাতাসের দিক পরিবর্তিত হয়েছে।,chittagong
sentence_27.wav,dataset/chunks/chittagong/chi_cate_09/sentence_27.wav,আকাশে সূর্যোদয় দেখা যাচ্ছে।,chittagong
sentence_28.wav,dataset/chunks/chittagong/chi_cate_09/sentence_28.wav,আজ রাতের আকাশে তারা দেখা যাচ্ছে।,chittagong
sentence_29.wav,dataset/chunks/chittagong/chi_cate_09/sentence_29.wav,বাতাসে তীব্রতা আছে কি?,chittagong
sentence_30.wav,dataset/chunks/chittagong/chi_cate_09/sentence_30.wav,গ্রীষ্মকাল খুব গরম।,chittagong
sentence_31.wav,dataset/chunks/chittagong/chi_cate_09/sentence_31.wav,শীতকাল খুব ঠান্ডা।,chittagong
sentence_32.wav,dataset/chunks/chittagong/chi_cate_09/sentence_32.wav,আজকের আর্দ্রতা কেমন?,chittagong
sentence_33.wav,dataset/chunks/chittagong/chi_cate_09/sentence_33.wav,মেঘ কেটে গেছে।,chittagong
sentence_34.wav,dataset/chunks/chittagong/chi_cate_09/sentence_34.wav,ঝড়ের সময় বাইরে যাবেন না।,chittagong
sentence_35.wav,dataset/chunks/chittagong/chi_cate_09/sentence_35.wav,আজকের আকাশ নীল।,chittagong
sentence_36.wav,dataset/chunks/chittagong/chi_cate_09/sentence_36.wav,বাতাসে ধুলো আছে।,chittagong
sentence_37.wav,dataset/chunks/chittagong/chi_cate_09/sentence_37.wav,বৃষ্টির পর সবুজ গাছ আরও সুন্দর।,chittagong
sentence_38.wav,dataset/chunks/chittagong/chi_cate_09/sentence_38.wav,আজ খুব ধোঁয়া আছে।,chittagong
sentence_39.wav,dataset/chunks/chittagong/chi_cate_09/sentence_39.wav,আগামীকাল বৃষ্টি হবে কি?,chittagong
sentence_40.wav,dataset/chunks/chittagong/chi_cate_09/sentence_40.wav,আজ দুপুরে তাপমাত্রা কম।,chittagong
sentence_41.wav,dataset/chunks/chittagong/chi_cate_09/sentence_41.wav,সূর্য আকাশে উজ্জ্বল।,chittagong
sentence_42.wav,dataset/chunks/chittagong/chi_cate_09/sentence_42.wav,আজ বাতাস একটু ঠান্ডা।,chittagong
sentence_43.wav,dataset/chunks/chittagong/chi_cate_09/sentence_43.wav,ঝড়ের সময় কি precautions নিতে হবে?,chittagong
sentence_44.wav,dataset/chunks/chittagong/chi_cate_09/sentence_44.wav,আজকের আবহাওয়া স্বাভাবিক।,chittagong
sentence_45.wav,dataset/chunks/chittagong/chi_cate_09/sentence_45.wav,বৃষ্টি হলে রাস্তা ভিজে যাবে।,chittagong
sentence_46.wav,dataset/chunks/chittagong/chi_cate_09/sentence_46.wav,হাওয়া খুব নরম।,chittagong
sentence_47.wav,dataset/chunks/chittagong/chi_cate_09/sentence_47.wav,আজ সূর্য উঠার সময় দেরি হয়েছে।,chittagong
sentence_48.wav,dataset/chunks/chittagong/chi_cate_09/sentence_48.wav,আবহাওয়া রিপোর্ট কি হয়েছে?,chittagong
sentence_49.wav,dataset/chunks/chittagong/chi_cate_09/sentence_49.wav,আজকের তাপমাত্রা বেশী।,chittagong
sentence_50.wav,dataset/chunks/chittagong/chi_cate_09/sentence_50.wav,রাতে খুব ঠান্ডা হবে।,chittagong
sentence_51.wav,dataset/chunks/chittagong/chi_cate_09/sentence_51.wav,গ্রীষ্মের দিন দীর্ঘ।,chittagong
sentence_52.wav,dataset/chunks/chittagong/chi_cate_09/sentence_52.wav,শীতের রাত ছোট।,chittagong
sentence_53.wav,dataset/chunks/chittagong/chi_cate_09/sentence_53.wav,ঝড়ের কারণে বিদ্যুৎ চলে গেছে।,chittagong
sentence_54.wav,dataset/chunks/chittagong/chi_cate_09/sentence_54.wav,মেঘলা দিনে ছবি তোলা ভালো।,chittagong
sentence_55.wav,dataset/chunks/chittagong/chi_cate_09/sentence_55.wav,বাতাসে আর্দ্রতা বেশি।,chittagong
sentence_56.wav,dataset/chunks/chittagong/chi_cate_09/sentence_56.wav,কি ধরনের বাতাস চলছে?,chittagong
sentence_57.wav,dataset/chunks/chittagong/chi_cate_09/sentence_57.wav,আজ রাতের আকাশ পরিষ্কার।,chittagong
sentence_58.wav,dataset/chunks/chittagong/chi_cate_09/sentence_58.wav,বৃষ্টিপাত কম।,chittagong
sentence_59.wav,dataset/chunks/chittagong/chi_cate_09/sentence_59.wav,আগামীকাল তাপমাত্রা বাড়বে।,chittagong
sentence_60.wav,dataset/chunks/chittagong/chi_cate_09/sentence_60.wav,ঝড়ের সময় সড়ক নিরাপদ নয়।,chittagong
sentence_61.wav,dataset/chunks/chittagong/chi_cate_09/sentence_61.wav,আজ হালকা বৃষ্টি হচ্ছে।,chittagong
sentence_62.wav,dataset/chunks/chittagong/chi_cate_09/sentence_62.wav,বাতাসের তীব্রতা কমেছে।,chittagong
sentence_63.wav,dataset/chunks/chittagong/chi_cate_09/sentence_63.wav,আজকের সূর্যাস্ত সুন্দর।,chittagong
sentence_64.wav,dataset/chunks/chittagong/chi_cate_09/sentence_64.wav,কি সময়ে বৃষ্টি হবে?,chittagong
sentence_65.wav,dataset/chunks/chittagong/chi_cate_09/sentence_65.wav,আকাশে মেঘ অনেক।,chittagong
sentence_66.wav,dataset/chunks/chittagong/chi_cate_09/sentence_66.wav,আজ খুব শীতল দিন।,chittagong
sentence_67.wav,dataset/chunks/chittagong/chi_cate_09/sentence_67.wav,বাতাসের দিক পূর্ব।,chittagong
sentence_68.wav,dataset/chunks/chittagong/chi_cate_09/sentence_68.wav,হঠাৎ ঝড় এসেছে।,chittagong
sentence_69.wav,dataset/chunks/chittagong/chi_cate_09/sentence_69.wav,আজ খুব রৌদ্রজ্জ্বল।,chittagong
sentence_70.wav,dataset/chunks/chittagong/chi_cate_09/sentence_70.wav,আগামীকাল হালকা বাতাস থাকবে।,chittagong
sentence_01.wav,dataset/chunks/chittagong/chi_cate_10/sentence_01.wav,আপনি কিভাবে পহেলা বৈশাখ উদযাপন করেন?,chittagong
sentence_02.wav,dataset/chunks/chittagong/chi_cate_10/sentence_02.wav,আমি পহেলা বৈশাখে নতুন জামা পরি।,chittagong
sentence_03.wav,dataset/chunks/chittagong/chi_cate_10/sentence_03.wav,আমাদের গ্রামে ঈদ খুব বড় উৎসব।,chittagong
sentence_04.wav,dataset/chunks/chittagong/chi_cate_10/sentence_04.wav,আপনি পূজা কিভাবে পালন করেন?,chittagong
sentence_05.wav,dataset/chunks/chittagong/chi_cate_10/sentence_05.wav,আমরা দুর্গাপূজা দেখতে যাই।,chittagong
sentence_06.wav,dataset/chunks/chittagong/chi_cate_10/sentence_06.wav,আমার পরিবার নববর্ষ উদযাপন করে।,chittagong
sentence_07.wav,dataset/chunks/chittagong/chi_cate_10/sentence_07.wav,কি ধরনের খাবার উৎসবে থাকে?,chittagong
sentence_08.wav,dataset/chunks/chittagong/chi_cate_10/sentence_08.wav,আমরা ঈদের দিনে গিয়ে কার্ড দিই।,chittagong
sentence_09.wav,dataset/chunks/chittagong/chi_cate_10/sentence_09.wav,পহেলা বৈশাখে আমরা বাজারে যাই।,chittagong
sentence_10.wav,dataset/chunks/chittagong/chi_cate_10/sentence_10.wav,আমরা পহেলা বৈশাখে রঙিন পোশাক পরি।,chittagong
sentence_11.wav,dataset/chunks/chittagong/chi_cate_10/sentence_11.wav,হোলি আমাদের বন্ধুদের সঙ্গে খেলা হয়।,chittagong
sentence_12.wav,dataset/chunks/chittagong/chi_cate_10/sentence_12.wav,উৎসবে কি ধরনের গান বাজে?,chittagong
sentence_13.wav,dataset/chunks/chittagong/chi_cate_10/sentence_13.wav,আমরা লালবসন্ত উৎসব পালন করি।,chittagong
sentence_14.wav,dataset/chunks/chittagong/chi_cate_10/sentence_14.wav,আমাদের গ্রামে বর্ষবরণ খুব উৎসবমুখর।,chittagong
sentence_15.wav,dataset/chunks/chittagong/chi_cate_10/sentence_15.wav,পহেলা বৈশাখে নতুন বছরের জন্য শুভেচ্ছা বিনিময় করি।,chittagong
sentence_16.wav,dataset/chunks/chittagong/chi_cate_10/sentence_16.wav,আমরা ঈদে পরিবারের সঙ্গে ভ্রমণ করি।,chittagong
sentence_17.wav,dataset/chunks/chittagong/chi_cate_10/sentence_17.wav,দুর্গাপূজায় মন্দিরে ফুল সাজানো হয়।,chittagong
sentence_18.wav,dataset/chunks/chittagong/chi_cate_10/sentence_18.wav,কি ধরনের পোশাক উৎসবে পরা হয়?,chittagong
sentence_19.wav,dataset/chunks/chittagong/chi_cate_10/sentence_19.wav,নববর্ষে আমরা মিষ্টি খাই।,chittagong
sentence_20.wav,dataset/chunks/chittagong/chi_cate_10/sentence_20.wav,আমরা ঈদের সকালে নতুন জামা পরি।,chittagong
sentence_21.wav,dataset/chunks/chittagong/chi_cate_10/sentence_21.wav,পূজার সময় মন্দিরে ভিড় থাকে।,chittagong
sentence_22.wav,dataset/chunks/chittagong/chi_cate_10/sentence_22.wav,পহেলা বৈশাখে আমরা পার্কে যাই।,chittagong
sentence_23.wav,dataset/chunks/chittagong/chi_cate_10/sentence_23.wav,হোলিতে রঙ ব্যবহার করা হয়।,chittagong
sentence_24.wav,dataset/chunks/chittagong/chi_cate_10/sentence_24.wav,আমরা ভোরে পূজার অর্ঘ্য দিই।,chittagong
sentence_25.wav,dataset/chunks/chittagong/chi_cate_10/sentence_25.wav,ঈদে আমরা একে অপরকে শুভেচ্ছা জানাই।,chittagong
sentence_26.wav,dataset/chunks/chittagong/chi_cate_10/sentence_26.wav,উৎসবের জন্য নতুন সাজসজ্জা করা হয়েছে।,chittagong
sentence_27.wav,dataset/chunks/chittagong/chi_cate_10/sentence_27.wav,আমরা নববর্ষে গান গাই।,chittagong
sentence_28.wav,dataset/chunks/chittagong/chi_cate_10/sentence_28.wav,দুর্গাপূজায় কুমারী পূজা হয়।,chittagong
sentence_29.wav,dataset/chunks/chittagong/chi_cate_10/sentence_29.wav,কি ধরনের খেলাধুলা উৎসবে হয়?,chittagong
sentence_30.wav,dataset/chunks/chittagong/chi_cate_10/sentence_30.wav,আমরা হোলিতে একে অপরকে রঙ দিই।,chittagong
sentence_31.wav,dataset/chunks/chittagong/chi_cate_10/sentence_31.wav,উৎসবে আমরা নাচ গান করি।,chittagong
sentence_32.wav,dataset/chunks/chittagong/chi_cate_10/sentence_32.wav,ঈদের দিনে বাজারে ভিড় হয়।,chittagong
sentence_33.wav,dataset/chunks/chittagong/chi_cate_10/sentence_33.wav,পহেলা বৈশাখে আমরা মেলা দেখতে যাই।,chittagong
sentence_34.wav,dataset/chunks/chittagong/chi_cate_10/sentence_34.wav,নববর্ষে আমরা নতুন পরিকল্পনা করি।,chittagong
sentence_35.wav,dataset/chunks/chittagong/chi_cate_10/sentence_35.wav,দুর্গাপূজায় মন্দিরে আলোকসজ্জা করা হয়।,chittagong
sentence_36.wav,dataset/chunks/chittagong/chi_cate_10/sentence_36.wav,হোলিতে আমরা বন্ধুদের সঙ্গে মজা করি।,chittagong
sentence_37.wav,dataset/chunks/chittagong/chi_cate_10/sentence_37.wav,কি ধরনের খাবার পূজায় পরিবেশিত হয়?,chittagong
sentence_38.wav,dataset/chunks/chittagong/chi_cate_10/sentence_38.wav,আমরা নববর্ষে পরিবারকে উপহার দেই।,chittagong
sentence_39.wav,dataset/chunks/chittagong/chi_cate_10/sentence_39.wav,ঈদের সকালে আমরা মসজিদে যাই।,chittagong
sentence_40.wav,dataset/chunks/chittagong/chi_cate_10/sentence_40.wav,উৎসবে আমরা traditional পোশাক পরি।,chittagong
sentence_41.wav,dataset/chunks/chittagong/chi_cate_10/sentence_41.wav,পহেলা বৈশাখে আমরা রঙিন মিছিল করি।,chittagong
sentence_42.wav,dataset/chunks/chittagong/chi_cate_10/sentence_42.wav,হোলিতে আমরা বিভিন্ন রঙের জল ব্যবহার করি।,chittagong
sentence_43.wav,dataset/chunks/chittagong/chi_cate_10/sentence_43.wav,নববর্ষের অনুষ্ঠানে গান বাজানো হয়।,chittagong
sentence_44.wav,dataset/chunks/chittagong/chi_cate_10/sentence_44.wav,আমরা ঈদের দিনে প্রিয়জনের সঙ্গে খাবার খাই।,chittagong
sentence_45.wav,dataset/chunks/chittagong/chi_cate_10/sentence_45.wav,দুর্গাপূজায় প্রতিমা সাজানো হয়।,chittagong
sentence_46.wav,dataset/chunks/chittagong/chi_cate_10/sentence_46.wav,উৎসবে আমরা সবাই একসাথে আনন্দ করি।,chittagong
sentence_47.wav,dataset/chunks/chittagong/chi_cate_10/sentence_47.wav,পহেলা বৈশাখে নতুন বছরের শুরু হয়।,chittagong
sentence_48.wav,dataset/chunks/chittagong/chi_cate_10/sentence_48.wav,নববর্ষে আমরা খোলা আকাশের নিচে অনুষ্ঠান করি।,chittagong
sentence_49.wav,dataset/chunks/chittagong/chi_cate_10/sentence_49.wav,ঈদে আমরা একে অপরকে উপহার দেই।,chittagong
sentence_50.wav,dataset/chunks/chittagong/chi_cate_10/sentence_50.wav,হোলিতে শিশুদের আনন্দ বেশি।,chittagong
sentence_51.wav,dataset/chunks/chittagong/chi_cate_10/sentence_51.wav,আমরা পহেলা বৈশাখে রঙিন পুতুল তৈরি করি।,chittagong
sentence_52.wav,dataset/chunks/chittagong/chi_cate_10/sentence_52.wav,দুর্গাপূজায় মন্দিরে ভক্তদের ভিড় থাকে।,chittagong
sentence_53.wav,dataset/chunks/chittagong/chi_cate_10/sentence_53.wav,নববর্ষের দিনে আমরা traditional খাবার খাই।,chittagong
sentence_54.wav,dataset/chunks/chittagong/chi_cate_10/sentence_54.wav,হোলিতে আমরা গান বাজাই।,chittagong
sentence_55.wav,dataset/chunks/chittagong/chi_cate_10/sentence_55.wav,ঈদে আমরা পরিবারের সঙ্গে আনন্দ করি।,chittagong
sentence_56.wav,dataset/chunks/chittagong/chi_cate_10/sentence_56.wav,পহেলা বৈশাখে আমরা বাজার থেকে খাবার কিনি।,chittagong
sentence_57.wav,dataset/chunks/chittagong/chi_cate_10/sentence_57.wav,নববর্ষে আমরা cultural অনুষ্ঠানে অংশ নিই।,chittagong
sentence_58.wav,dataset/chunks/chittagong/chi_cate_10/sentence_58.wav,দুর্গাপূজায় আমরা মেলা দেখি।,chittagong
sentence_59.wav,dataset/chunks/chittagong/chi_cate_10/sentence_59.wav,হোলিতে আমরা একে অপরকে মিষ্টি দিই।,chittagong
sentence_60.wav,dataset/chunks/chittagong/chi_cate_10/sentence_60.wav,আমরা পহেলা বৈশাখে traditional নাচ করি।,chittagong
sentence_61.wav,dataset/chunks/chittagong/chi_cate_10/sentence_61.wav,নববর্ষে আমরা নতুন বছরের জন্য প্রার্থনা করি।,chittagong
sentence_62.wav,dataset/chunks/chittagong/chi_cate_10/sentence_62.wav,ঈদের সকালে আমরা মসজিদে যাওয়া শুরু করি।,chittagong
sentence_63.wav,dataset/chunks/chittagong/chi_cate_10/sentence_63.wav,হোলিতে আমরা বন্ধুদের সঙ্গে আনন্দ করি।,chittagong
sentence_64.wav,dataset/chunks/chittagong/chi_cate_10/sentence_64.wav,পহেলা বৈশাখে আমাদের গ্রামে মেলা হয়।,chittagong
sentence_65.wav,dataset/chunks/chittagong/chi_cate_10/sentence_65.wav,নববর্ষের অনুষ্ঠান সকাল থেকে শুরু হয়।,chittagong
sentence_66.wav,dataset/chunks/chittagong/chi_cate_10/sentence_66.wav,দুর্গাপূজায় শিশুদের জন্য খেলা হয়।,chittagong
sentence_67.wav,dataset/chunks/chittagong/chi_cate_10/sentence_67.wav,হোলিতে আমরা রঙিন পাউডার ব্যবহার করি।,chittagong
sentence_68.wav,dataset/chunks/chittagong/chi_cate_10/sentence_68.wav,ঈদে আমরা গ্রামের বাড়িতে যাই।,chittagong
sentence_69.wav,dataset/chunks/chittagong/chi_cate_10/sentence_69.wav,পহেলা বৈশাখে আমরা নতুন বছরের জন্য সুইট খাই।,chittagong
sentence_70.wav,dataset/chunks/chittagong/chi_cate_10/sentence_70.wav,নববর্ষে আমরা সকলের সঙ্গে আনন্দ ভাগ করি।,chittagong
sentence_01.wav,dataset/chunks/chittagong/chi_cate_11/sentence_01.wav,আপনার পরীক্ষা কবে?,chittagong
sentence_02.wav,dataset/chunks/chittagong/chi_cate_11/sentence_02.wav,আমি সকাল ৯টায় স্কুলে যাই।,chittagong
sentence_03.wav,dataset/chunks/chittagong/chi_cate_11/sentence_03.wav,আজ কোন বিষয়ের ক্লাস আছে?,chittagong
sentence_04.wav,dataset/chunks/chittagong/chi_cate_11/sentence_04.wav,আমি গণিত পড়াশোনা করছি।,chittagong
sentence_05.wav,dataset/chunks/chittagong/chi_cate_11/sentence_05.wav,আপনার শিক্ষক কে?,chittagong
sentence_06.wav,dataset/chunks/chittagong/chi_cate_11/sentence_06.wav,আমার ক্লাস খুব ছোট।,chittagong
sentence_07.wav,dataset/chunks/chittagong/chi_cate_11/sentence_07.wav,পরীক্ষা কঠিন হবে কি?,chittagong
sentence_08.wav,dataset/chunks/chittagong/chi_cate_11/sentence_08.wav,আমি আজ বাংলা পরীক্ষা দিচ্ছি।,chittagong
sentence_09.wav,dataset/chunks/chittagong/chi_cate_11/sentence_09.wav,আপনি কোন কলেজে পড়েন?,chittagong
sentence_10.wav,dataset/chunks/chittagong/chi_cate_11/sentence_10.wav,আমার বন্ধু বিজ্ঞান পড়ে।,chittagong
sentence_11.wav,dataset/chunks/chittagong/chi_cate_11/sentence_11.wav,আমরা স্কুলে প্রতিদিন ৬ ঘণ্টা পড়ি।,chittagong
sentence_12.wav,dataset/chunks/chittagong/chi_cate_11/sentence_12.wav,আপনার হোমওয়ার্ক শেষ হয়েছে কি?,chittagong
sentence_13.wav,dataset/chunks/chittagong/chi_cate_11/sentence_13.wav,আমি ইতিহাস পড়তে ভালোবাসি।,chittagong
sentence_14.wav,dataset/chunks/chittagong/chi_cate_11/sentence_14.wav,আপনার শিক্ষক ক্লাসে কঠোর কি?,chittagong
sentence_15.wav,dataset/chunks/chittagong/chi_cate_11/sentence_15.wav,আমরা লাইব্রেরিতে বই পড়ি।,chittagong
sentence_16.wav,dataset/chunks/chittagong/chi_cate_11/sentence_16.wav,পরীক্ষা কত নম্বরের?,chittagong
sentence_17.wav,dataset/chunks/chittagong/chi_cate_11/sentence_17.wav,আমার সহপাঠী খুব স্মার্ট।,chittagong
sentence_18.wav,dataset/chunks/chittagong/chi_cate_11/sentence_18.wav,আপনি কোন বিষয়ে দুর্বল?,chittagong
sentence_19.wav,dataset/chunks/chittagong/chi_cate_11/sentence_19.wav,আমি প্রতিদিন ইংরেজি অনুশীলন করি।,chittagong
sentence_20.wav,dataset/chunks/chittagong/chi_cate_11/sentence_20.wav,শিক্ষক আজ নতুন পাঠ শেখালেন।,chittagong
sentence_21.wav,dataset/chunks/chittagong/chi_cate_11/sentence_21.wav,আপনার ক্লাসের সময়সূচি কি?,chittagong
sentence_22.wav,dataset/chunks/chittagong/chi_cate_11/sentence_22.wav,আমি পরীক্ষার জন্য প্রস্তুতি নিচ্ছি।,chittagong
sentence_23.wav,dataset/chunks/chittagong/chi_cate_11/sentence_23.wav,আমরা বিজ্ঞান ল্যাবে পরীক্ষা করি।,chittagong
sentence_24.wav,dataset/chunks/chittagong/chi_cate_11/sentence_24.wav,আপনার স্কুলের নাম কি?,chittagong
sentence_25.wav,dataset/chunks/chittagong/chi_cate_11/sentence_25.wav,আমার প্রিয় শিক্ষক খুব সহায়ক।,chittagong
sentence_26.wav,dataset/chunks/chittagong/chi_cate_11/sentence_26.wav,আমরা গ্রুপ স্টাডি করি।,chittagong
sentence_27.wav,dataset/chunks/chittagong/chi_cate_11/sentence_27.wav,আপনি কোন বিষয়ে ভালো?,chittagong
sentence_28.wav,dataset/chunks/chittagong/chi_cate_11/sentence_28.wav,আমি নতুন বিষয় শিখতে ভালোবাসি।,chittagong
sentence_29.wav,dataset/chunks/chittagong/chi_cate_11/sentence_29.wav,পরীক্ষা শেষ হলে আমরা ছুটি পাই।,chittagong
sentence_30.wav,dataset/chunks/chittagong/chi_cate_11/sentence_30.wav,আমার স্কুলে বড় লাইব্রেরি আছে।,chittagong
sentence_31.wav,dataset/chunks/chittagong/chi_cate_11/sentence_31.wav,আপনার ক্লাসের সংখ্যা কত?,chittagong
sentence_32.wav,dataset/chunks/chittagong/chi_cate_11/sentence_32.wav,আমি প্রতিদিন সকালে পড়াশোনা করি।,chittagong
sentence_33.wav,dataset/chunks/chittagong/chi_cate_11/sentence_33.wav,শিক্ষক আজ গণিতের সমস্যা দেখালেন।,chittagong
sentence_34.wav,dataset/chunks/chittagong/chi_cate_11/sentence_34.wav,আপনার সহপাঠী কি সাহায্য করছে?,chittagong
sentence_35.wav,dataset/chunks/chittagong/chi_cate_11/sentence_35.wav,আমি পরীক্ষার জন্য নোট তৈরি করছি।,chittagong
